#     BLOCK:   VELOCITY:     AVE_POFV:       ERROR:
          25     2.00347    0.516573   0.0197312
          25     2.23917    0.565675   0.0252676
          25     2.47487    0.446303   0.0207546
          25     2.71058    0.452303   0.0207718
          25     2.94628    0.414878   0.0188148
          25     3.18198    0.363041   0.0150912
          25     3.41768    0.268102   0.0152704
          25     3.65339    0.192505   0.0153806
          25     3.88909    0.136205   0.0135682
          25     4.12479    0.108651  0.00916213
          25     4.36049   0.0791394  0.00723182
          25     4.59619   0.0693769  0.00905392
          25      4.8319   0.0586972  0.00666181
          25      5.0676    0.026963  0.00564484
          25      5.3033   0.0212048  0.00463508
          25       5.539   0.0238998  0.00553016
          25     5.77471  0.00223747 0.000706191
          25     6.01041  0.00823965  0.00353321
          25     6.24611  0.00119826 0.000589533
          25     6.48181           0           0
          25     6.71751           0           0
          25     6.95322           0           0
          26    0.117851  0.00786618  0.00268689
          26    0.353553   0.0599736  0.00744481
          26    0.589256    0.125034   0.0102101
          26    0.824958    0.246049   0.0167038
          26     1.06066    0.284073   0.0177928
          26     1.29636    0.388656   0.0156545
          26     1.53206    0.476592   0.0186923
          26     1.76777    0.535887   0.0204267
          26     2.00347    0.510527   0.0198771
          26     2.23917    0.567299   0.0243479
          26     2.47487    0.444423   0.0200413
          26     2.71058    0.455975   0.0202948
          26     2.94628    0.419717    0.018703
          26     3.18198    0.367582   0.0151785
          26     3.41768    0.267894   0.0146845
