#     BLOCK:   VELOCITY:     AVE_POFV:       ERROR:
          22     4.59619   0.0470539  0.00710176
          22      4.8319   0.0198703  0.00416191
          22      5.0676   0.0204768  0.00451804
          22      5.3033   0.0135076  0.00311689
          22       5.539  0.00444147  0.00138473
          22     5.77471 0.000633789 0.000475774
          22     6.01041  0.00205486  0.00139472
          22     6.24611 0.000131214 0.000128197
          22     6.48181           0           0
          22     6.71751           0           0
          22     6.95322           0           0
          23    0.117851  0.00399261  0.00127183
          23    0.353553   0.0317799   0.0043332
          23    0.589256   0.0853178    0.010798
          23    0.824958     0.16723   0.0163862
          23     1.06066    0.252039   0.0192925
          23     1.29636    0.389614   0.0292418
          23     1.53206    0.418803   0.0287757
          23     1.76777    0.489363   0.0335408
          23     2.00347    0.504109   0.0323744
          23     2.23917    0.578607   0.0430119
          23     2.47487    0.751909    0.134513
          23     2.71058    0.525907   0.0534706
          23     2.94628    0.406543   0.0275773
          23     3.18198    0.298901   0.0227624
          23     3.41768    0.278552   0.0216323
          23     3.65339    0.227612   0.0173851
          23     3.88909    0.146152   0.0133888
          23     4.12479    0.134939   0.0142091
          23     4.36049   0.0813418  0.00959281
          23     4.59619   0.0489107  0.00703154
          23      4.8319   0.0190253  0.00406583
          23      5.0676   0.0196055  0.00440483
          23      5.3033   0.0133063  0.00298786
          23       5.539  0.00593919  0.00197484
          23     5.77471 0.000764895 0.000472807
          23     6.01041  0.00196552  0.00133694
          23     6.24611 0.000125509  0.00012275
          23     6.48181           0           0
          23     6.71751           0           0
          23     6.95322           0           0
          24    0.117851  0.00382625  0.00122967
          24    0.353553   0.0367692  0.00641102
          24    0.589256   0.0875204   0.0105703
          24    0.824958    0.168972   0.0157958
          24     1.06066    0.251307   0.0185025
          24     1.29636    0.389651   0.0280234
          24     1.53206    0.421403    0.027694
          24     1.76777    0.486676   0.0322506
          24     2.00347    0.500965   0.0311778
          24     2.23917    0.573366   0.0415378
          24     2.47487    0.739422    0.129486
          24     2.71058    0.523407    0.051301
          24     2.94628    0.412266   0.0270156
          24     3.18198    0.305853   0.0228508
          24     3.41768    0.279405   0.0207478
          24     3.65339    0.229301   0.0167425
          24     3.88909    0.145046   0.0128766
          24     4.12479    0.135968   0.0136543
          24     4.36049   0.0814247  0.00919347
          24     4.59619   0.0514592  0.00718559
          24      4.8319   0.0183755  0.00394799
          24      5.0676   0.0187886  0.00429637
          24      5.3033   0.0127519  0.00291435
          24       5.539  0.00569172    0.001908
          24     5.77471 0.000733025  0.00045418
          24     6.01041  0.00188362  0.00128374
          24     6.24611  0.00012028 0.000117747
          24     6.48181           0           0
          24     6.71751           0           0
          24     6.95322           0           0
          25    0.117851  0.00370588  0.00118636
          25    0.353553   0.0386471  0.00642371
          25    0.589256     0.08839   0.0101832
          25    0.824958    0.171129   0.0153104
          25     1.06066    0.254749   0.0180797
          25     1.29636    0.394534   0.0273245
          25     1.53206    0.426606   0.0270705
          25     1.76777    0.482222   0.0312666
          25     2.00347    0.492876   0.0309621
          25     2.23917     0.56842   0.0401696
          25     2.47487    0.723961    0.125227
          25     2.71058    0.524895   0.0492706
          25     2.94628    0.418425   0.0266277
          25     3.18198    0.307924   0.0220304
          25     3.41768    0.281155   0.0199915
          25     3.65339    0.228211   0.0161082
          25     3.88909    0.144924   0.0123621
          25     4.12479    0.138161    0.013283
          25     4.36049   0.0844336  0.00930507
          25     4.59619   0.0527865  0.00701967
          25      4.8319   0.0178279  0.00382787
          25      5.0676    0.018037  0.00418973
          25      5.3033   0.0122418  0.00284207
          25       5.539  0.00546405  0.00184521
          25     5.77471 0.000703704 0.000436958
          25     6.01041  0.00180828   0.0012346
          25     6.24611 0.000115468 0.000113135
          25     6.48181           0           0
          25     6.71751           0           0
          25     6.95322           0           0
          26    0.117851  0.00356335  0.00114926
          26    0.353553   0.0375419  0.00627099
          26    0.589256   0.0887653  0.00979848
          26    0.824958    0.174644   0.0151198
          26     1.06066    0.253369    0.017437
          26     1.29636    0.394317   0.0262744
          26     1.53206    0.436608   0.0278158
          26     1.76777    0.475884   0.0306998
          26     2.00347    0.491679   0.0297944
          26     2.23917    0.567848   0.0386287
          26     2.47487    0.714528    0.120765
          26     2.71058    0.522237   0.0474472
          26     2.94628    0.424076   0.0261964
